id,date,Temperature,Humidity,Light,CO2,HumidityRatio,value
171,12.02.2015,21.5,28.1333333333333,0.0,566.0,0.0044616128661834,0
172,12.02.2015,21.5,28.2,0.0,567.0,0.00447226142648379,0
173,12.02.2015,21.5,28.245,0.0,566.0,0.00447944940933615,0
174,12.02.2015,21.5,28.29,0.0,563.0,0.00448663755713656,0
175,12.02.2015,21.5,28.29,0.0,564.0,0.00448663755713656,0
176,12.02.2015,21.5,28.1,0.0,566.333333333333,0.0044562887217824785,0
177,12.02.2015,21.39,28.15,0.0,567.0,0.004434080351505739,0
178,12.02.2015,21.5,28.2,0.0,565.0,0.00447226142648379,0
179,12.02.2015,21.445,28.05,0.0,567.0,0.00443323724000741,0
180,12.02.2015,21.5,28.1,0.0,569.0,0.0044562887217824785,0
181,12.02.2015,21.445,28.05,0.0,568.5,0.00443323724000741,0
182,12.02.2015,21.5,28.445,0.0,565.5,0.0045113979955377715,0
183,12.02.2015,21.5,28.4,0.0,565.666666666667,0.00450420927953948,0
184,12.02.2015,21.5,28.1,0.0,566.0,0.0044562887217824785,0
185,12.02.2015,21.5,28.1,0.0,573.333333333333,0.0044562887217824785,0
186,12.02.2015,21.463333333333303,28.3633333333333,0.0,570.333333333333,0.0044881894252806,0
187,12.02.2015,21.5,28.445,0.0,572.5,0.0045113979955377715,0
188,12.02.2015,21.445,28.54,0.0,572.0,0.00451124228127941,0
189,12.02.2015,21.39,28.445,0.0,564.5,0.00448088237320175,0
190,12.02.2015,21.5,28.45,0.0,566.5,0.0045121967519432295,0
191,12.02.2015,21.39,28.1,0.0,569.0,0.0044261484984998295,0
192,12.02.2015,21.5,28.39,0.0,565.0,0.00450261180949863,0
193,12.02.2015,21.445,28.05,0.0,570.5,0.00443323724000741,0
194,12.02.2015,21.426666666666698,28.1333333333333,0.0,566.333333333333,0.00444147513369604,0
195,12.02.2015,21.39,27.89,0.0,567.0,0.00439283690920249,0
196,12.02.2015,21.39,28.0966666666667,0.0,568.666666666667,0.0044256197154413,0
197,12.02.2015,21.5,28.1,0.0,569.0,0.0044562887217824785,0
198,12.02.2015,21.39,27.945,0.0,563.0,0.00440156103062751,0
199,12.02.2015,21.39,27.96,0.0,566.666666666667,0.004403940378646379,0
200,12.02.2015,21.39,28.0233333333333,0.0,561.666666666667,0.0044139867140073705,0
201,12.02.2015,21.39,27.89,0.0,567.0,0.00439283690920249,0
202,12.02.2015,21.39,27.89,0.0,563.0,0.00439283690920249,0
203,12.02.2015,21.39,27.89,0.0,561.0,0.00439283690920249,0
204,12.02.2015,21.39,27.79,0.0,563.5,0.00437697549281461,0
205,12.02.2015,21.39,27.79,0.0,570.5,0.00437697549281461,0
206,12.02.2015,21.34,28.14,0.0,565.5,0.00441883373969639,0
207,12.02.2015,21.34,27.79,0.0,568.0,0.00436348755838157,0
208,12.02.2015,21.39,27.79,0.0,566.0,0.00437697549281461,0
209,12.02.2015,21.323333333333302,27.79,0.0,562.333333333333,0.0043589997371483,0
210,12.02.2015,21.39,27.79,0.0,563.0,0.00437697549281461,0
211,12.02.2015,21.29,27.79,0.0,562.0,0.00435003631085442,0
212,12.02.2015,21.29,27.7,0.0,559.0,0.00433585018754098,0
213,12.02.2015,21.356666666666698,27.79,0.0,558.333333333333,0.00436797945593634,0
214,12.02.2015,21.29,27.745,0.0,565.5,0.00434294316887186,0
215,12.02.2015,21.29,27.79,0.0,567.0,0.00435003631085442,0
216,12.02.2015,21.29,27.7,0.0,570.0,0.00433585018754098,0
217,12.02.2015,21.29,27.7,0.0,568.0,0.00433585018754098,0
218,12.02.2015,21.29,27.7,0.0,567.5,0.00433585018754098,0
219,12.02.2015,21.29,27.79,0.0,566.0,0.00435003631085442,0
220,12.02.2015,21.29,27.895,0.0,567.5,0.0043665876002675795,0
221,12.02.2015,21.29,27.79,0.0,564.0,0.00435003631085442,0
222,12.02.2015,21.29,27.745,0.0,559.0,0.00434294316887186,0
223,12.02.2015,21.29,27.745,0.0,558.0,0.00434294316887186,0
224,12.02.2015,21.29,28.33,0.0,560.0,0.00443516654746327,0
225,12.02.2015,21.29,27.89,0.0,558.0,0.00436579942379362,0
226,12.02.2015,21.29,27.84,0.0,563.0,0.0043579177681492,0
227,12.02.2015,21.29,27.89,0.0,565.0,0.00436579942379362,0
228,12.02.2015,21.245,28.05,0.0,559.5,0.00437883266450429,0
229,12.02.2015,21.23,27.893333333333306,0.0,557.666666666667,0.00435017100380359,0
230,12.02.2015,21.29,27.945,0.0,558.0,0.00437446947410525,0
231,12.02.2015,21.29,28.145,0.0,556.5,0.00440599895318441,0
232,12.02.2015,21.2,27.745,0.0,559.0,0.004318862700192779,0
233,12.02.2015,21.26,27.93,0.0,557.666666666667,0.00436401057644065,0
234,12.02.2015,21.245,27.795,0.0,556.0,0.00433874741799393,0
235,12.02.2015,21.23,27.7,0.0,558.0,0.00431980984000691,0
236,12.02.2015,21.2,27.6333333333333,0.0,561.0,0.0043013601556701605,0
237,12.02.2015,21.2,27.575,0.0,562.0,0.00429221742436988,0
238,12.02.2015,21.2,27.5,0.0,558.5,0.0042804628763440395,0
239,12.02.2015,21.2,27.6,0.0,553.5,0.00429613570509869,0
240,12.02.2015,21.2,27.695,0.0,558.5,0.00431102561901404,0
241,12.02.2015,21.2,27.6,0.0,559.5,0.00429613570509869,0
242,12.02.2015,21.2,27.5,0.0,562.0,0.0042804628763440395,0
243,12.02.2015,21.2,27.5,0.0,564.5,0.0042804628763440395,0
244,12.02.2015,21.2,27.89,0.0,566.0,0.0043415913447783,0
245,12.02.2015,21.2,27.995,0.0,559.0,0.00435805104825176,0
246,12.02.2015,21.2,28.26,0.0,559.0,0.0043995960517114,0
247,12.02.2015,21.2,28.09,0.0,561.0,0.0043729439063674895,0
248,12.02.2015,21.2,27.55,0.0,562.0,0.00428829919266845,0
249,12.02.2015,21.2,27.8,0.0,564.0,0.00432748371602507,0
250,12.02.2015,21.2,27.5,0.0,564.0,0.0042804628763440395,0
251,12.02.2015,21.23,27.5,0.0,567.0,0.00428840483676946,0
252,12.02.2015,21.2,27.39,0.0,563.0,0.00426322367068653,0
253,12.02.2015,21.2,27.395,0.0,552.5,0.004264007250354461,0
254,12.02.2015,21.23,27.996666666666695,0.0,559.0,0.00436639972949679,0
255,12.02.2015,21.2,27.59,0.0,562.5,0.0042945683869238215,0
256,12.02.2015,21.2,27.7,0.0,558.0,0.004311809318306071,0
257,12.02.2015,21.2,28.745,0.0,559.0,0.00447564552181432,0
258,12.02.2015,21.2,28.5,0.0,561.0,0.00443722647133208,0
259,12.02.2015,21.2,28.7,0.0,559.5,0.00446858860823996,0
260,12.02.2015,21.2,27.5633333333333,0.0,567.0,0.0042903889101414214,0
261,12.02.2015,21.2,27.39,0.0,564.0,0.00426322367068653,0
262,12.02.2015,21.245,28.1,0.0,562.0,0.00438669311842625,0
263,12.02.2015,21.2,28.245,0.0,563.0,0.00439724430059451,0
264,12.02.2015,21.2,27.53,0.0,563.0,0.0042851646426064,0
265,12.02.2015,21.2,27.645,0.0,566.0,0.004303188733962461,0
266,12.02.2015,21.2,27.995,0.0,566.5,0.00435805104825176,0
267,12.02.2015,21.2,27.5,0.0,564.0,0.0042804628763440395,0
268,12.02.2015,21.2,27.4933333333333,0.0,561.333333333333,0.004279418048983939,0
269,12.02.2015,21.2,27.29,0.0,559.0,0.004247552489090921,0
270,12.02.2015,21.2,27.395,0.0,554.5,0.004264007250354461,0
271,12.02.2015,21.2,27.29,0.0,553.0,0.004247552489090921,0
272,12.02.2015,21.2,27.2,0.0,554.5,0.00423344909620756,0
273,12.02.2015,21.23,27.36,0.0,563.0,0.0042664232083464895,0
274,12.02.2015,21.29,28.0,0.0,562.0,0.00438313976443897,0
275,12.02.2015,21.2,27.99,0.0,561.666666666667,0.00435726723323166,0
276,12.02.2015,21.2,27.5233333333333,0.0,562.0,0.00428411979955829,0
277,12.02.2015,21.2,27.545,0.0,565.0,0.00428751555221137,0
278,12.02.2015,21.2,27.5933333333333,0.0,567.333333333333,0.00429509082544384,0
279,12.02.2015,21.2,27.29,0.0,566.0,0.004247552489090921,0
280,12.02.2015,21.2,27.15,0.0,567.0,0.0042256141524178,0
281,12.02.2015,21.2,27.34,0.0,561.5,0.0042553879818512715,0
282,12.02.2015,21.2,27.295,0.0,571.0,0.0042483360295438,0
283,12.02.2015,21.2,27.6,0.0,574.0,0.00429613570509869,0
284,12.02.2015,21.2,27.395,0.0,564.5,0.004264007250354461,0
285,12.02.2015,21.2,27.245,0.0,570.5,0.0042405007132445705,0
286,12.02.2015,21.2,27.1,0.0,560.0,0.00421777940467497,0
287,12.02.2015,21.2,27.195,0.0,564.0,0.00423266559300627,0
288,12.02.2015,21.2,27.0,0.0,569.0,0.00420211049730072,0
289,12.02.2015,21.2,27.05,0.0,569.5,0.00420994485297173,0
290,12.02.2015,21.245,27.495,0.0,568.5,0.00429159487245356,0
291,12.02.2015,21.2,27.36,0.0,568.666666666667,0.0042585222338559795,0
292,12.02.2015,21.2,27.3,0.0,566.0,0.00424911957195736,0
293,12.02.2015,21.2,27.05,0.0,565.0,0.00420994485297173,0
294,12.02.2015,21.2,27.0,0.0,563.0,0.00420211049730072,0
295,12.02.2015,21.2,27.145,0.0,557.5,0.004224830668821521,0
296,12.02.2015,21.15,27.84,0.0,560.0,0.004320380360263929,0
297,12.02.2015,21.2,27.1,0.0,565.0,0.00421777940467497,0
298,12.02.2015,21.2,26.963333333333306,0.0,566.0,0.00419636542772708,0
299,12.02.2015,21.1333333333333,26.93,0.0,570.666666666667,0.00417391012609193,0
300,12.02.2015,21.2,27.195,0.0,571.0,0.00423266559300627,0
301,12.02.2015,21.2,27.745,0.0,572.0,0.004318862700192779,0
302,12.02.2015,21.2,27.29,0.0,567.0,0.004247552489090921,0
303,12.02.2015,21.1666666666667,27.1333333333333,0.0,569.0,0.0042143124185732,0
304,12.02.2015,21.2,27.0,0.0,569.0,0.00420211049730072,0
305,12.02.2015,21.2,26.79,0.0,570.0,0.00416920834398832,0
306,12.02.2015,21.2,27.2266666666667,0.0,574.333333333333,0.00423762781305939,0
307,12.02.2015,21.2,26.895,0.0,571.0,0.00418565898844375,0
308,12.02.2015,21.15,27.09,0.0,565.5,0.00420320429335989,0
309,12.02.2015,21.15,26.895,0.0,561.5,0.0041727456972811714,0
310,12.02.2015,21.15,26.945,0.0,564.5,0.00418055531123749,0
311,12.02.2015,21.2,26.84,0.0,566.5,0.00417704187640432,0
312,12.02.2015,21.2,27.26,0.0,570.333333333333,0.0042428512875476105,0
313,12.02.2015,21.1333333333333,27.13,0.0,564.666666666667,0.00420511791241738,0
314,12.02.2015,21.15,27.09,0.0,563.0,0.00420320429335989,0
315,12.02.2015,21.1333333333333,27.1,0.0,566.0,0.00420043654616163,0
316,12.02.2015,21.1333333333333,27.163333333333306,0.0,562.666666666667,0.0042103195125719394,0
317,12.02.2015,21.1,27.145,0.0,563.0,0.004198796253156121,0
318,12.02.2015,21.15,27.895,0.0,564.5,0.00432897499769287,0
319,12.02.2015,21.1,27.15,0.0,564.5,0.00419957487636183,0
320,12.02.2015,21.1,27.495,0.0,563.0,0.0042533045541193895,0
321,12.02.2015,21.15,27.4,0.0,561.0,0.00425163175141405,0
322,12.02.2015,21.1,27.79,0.0,564.0,0.00429925463532297,0
323,12.02.2015,21.1,27.3,0.0,562.333333333333,0.00422293447294578,0
324,12.02.2015,21.1,26.995,0.0,567.0,0.004175438457329261,0
325,12.02.2015,21.1,27.79,0.0,570.0,0.00429925463532297,0
326,12.02.2015,21.1,27.65,0.0,572.5,0.004277446976459371,0
327,12.02.2015,21.1,27.0,0.0,569.0,0.00417621702244928,0
328,12.02.2015,21.1,27.2,0.0,565.5,0.0042073612149167,0
329,12.02.2015,21.1,26.745,0.0,559.5,0.004136512669676871,0
330,12.02.2015,21.1,27.445,0.0,563.5,0.004245517072999579,0
331,12.02.2015,21.1,27.7,0.0,561.0,0.0042852352517131105,0
332,12.02.2015,21.1,27.09,0.0,567.0,0.004190231525687161,0
333,12.02.2015,21.05,27.05,0.0,567.5,0.0041710847062305,0
334,12.02.2015,21.1,26.926666666666694,0.0,562.0,0.0041647982613906,0
335,12.02.2015,21.1,26.89,0.0,558.0,0.00415908903703165,0
336,12.02.2015,21.1,26.96,0.0,563.666666666667,0.00416998855569889,0
337,12.02.2015,21.1,27.9,0.0,573.0,0.0043163902898966395,0
338,12.02.2015,21.0666666666667,27.2966666666667,0.0,572.0,0.004213719753760129,0
339,12.02.2015,21.1,27.0,0.0,567.0,0.00417621702244928,0
340,12.02.2015,21.1,27.7,0.0,567.0,0.0042852352517131105,0
341,12.02.2015,21.1,27.35,0.0,567.5,0.00423072139243445,0
342,12.02.2015,21.05,27.05,0.0,568.0,0.0041710847062305,0
343,12.02.2015,21.1,27.695,0.0,565.5,0.00428445641547093,0
344,12.02.2015,21.033333333333303,27.393333333333306,0.0,562.333333333333,0.00422003245018561,0
345,12.02.2015,21.0,28.89,0.0,565.0,0.004443072242658421,0
346,12.02.2015,21.05,27.39,0.0,563.0,0.00422386841343422,0
347,12.02.2015,21.05,26.995,0.0,563.5,0.00416254700147465,0
348,12.02.2015,21.05,26.645,0.0,564.0,0.00410822160745695,0
349,12.02.2015,21.1,27.445,0.0,563.5,0.004245517072999579,0
350,12.02.2015,21.1,27.195,0.0,569.0,0.00420658257234765,0
351,12.02.2015,21.0,27.09,0.0,568.0,0.00416439190999257,0
352,12.02.2015,21.05,27.745,0.0,567.0,0.00427899031090637,0
353,12.02.2015,21.0,27.145,0.0,569.0,0.00417290346997903,0
354,12.02.2015,21.0,27.545,0.0,566.5,0.00423481268618378,0
355,12.02.2015,21.0,26.39,0.0,563.0,0.004056083174814111,0
356,12.02.2015,21.0,26.29,0.0,563.0,0.004040613556953661,0
357,12.02.2015,21.0,26.893333333333306,0.0,562.0,0.00413395852781716,0
358,12.02.2015,21.0,27.126666666666694,0.0,563.666666666667,0.00417006625760609,0
359,12.02.2015,21.0,26.766666666666694,0.0,564.333333333333,0.0041143589326253,0
360,12.02.2015,21.0,27.39,0.0,562.0,0.0042108214121992,0
361,12.02.2015,21.0,27.0675,0.0,559.75,0.0041609099748729705,0
362,12.02.2015,21.1,27.0,0.0,564.0,0.00417621702244928,0
363,12.02.2015,21.0,26.5933333333333,0.0,559.666666666667,0.004087540422265,0
364,12.02.2015,21.0,27.39,0.0,559.0,0.0042108214121992,0
365,12.02.2015,21.0,26.55,0.0,559.5,0.00408083615364728,0
366,12.02.2015,21.0,26.495,0.0,561.5,0.00407232709639943,0
367,12.02.2015,21.0,26.445,0.0,559.0,0.00406459179051679,0
368,12.02.2015,21.0,26.79,0.0,560.0,0.00411796929217306,0
369,12.02.2015,21.0,26.65,0.0,563.5,0.004096307759416711,0
370,12.02.2015,21.0,26.695,0.0,562.0,0.0041032702314872,0
371,12.02.2015,21.0,26.95,0.0,560.0,0.00414272716504623,0
372,12.02.2015,21.0,26.945,0.0,565.0,0.004141953451882121,0
